Crop,N,P,K,Temperature,Rainfall,Yield_Tons_Acre
Cinnamon,42.0,27.0,87.0,33.84621767111979,269.2867583722333,1.5985057076088711
Maize,107.0,70.0,67.0,24.91033150122518,217.66563673164163,1.5372954154733975
Ginger,63.0,79.0,76.0,25.852237700213173,137.91689661808465,1.6193423369804605
Vanilla,77.0,59.0,38.0,28.719745856755225,173.56519604790452,1.5787660545545354
Tea,117.0,46.0,38.0,32.05583330536915,82.62311910835616,1.6456905292185828
Bitter gourd,79.0,98.0,55.0,22.06426134609896,96.7566061076384,1.9405629008997392
Tea,94.0,69.0,27.0,29.196700374884195,272.8239855827644,1.494813956577622
Okra,53.0,55.0,97.0,28.21261973493663,68.92867440180731,1.5776479434145727
Rubber,68.0,60.0,78.0,33.217755872615434,162.35074069876433,0.9165317285542648
Pineapple,72.0,26.0,57.0,28.843828765159564,179.33419529954415,21.844590213615422
Guava,88.0,38.0,49.0,34.920134663729435,279.96878529038065,1.577761472639323
Ginger,66.0,47.0,79.0,23.00152752157821,124.38745892211357,1.6818731722657938
Snake gourd,95.0,47.0,27.0,33.09917521931058,229.2679577214648,1.6296567069304628
Chilli,85.0,85.0,38.0,26.810582304278007,250.96453359556585,2.002763770801681
Cowpea,120.0,69.0,99.0,28.80167916279336,66.95808832589532,1.89351634864559
Cucumber,112.0,82.0,48.0,29.53047346642606,210.062714004598,11.09181243287384
Okra,81.0,87.0,33.0,33.79587392527617,217.334602724211,1.8068424965761591
Cowpea,56.0,92.0,87.0,32.81344540909912,99.8548735086517,1.754278674427249
Cinnamon,54.0,99.0,22.0,26.89978144838401,55.89579030283549,1.612496988826572
Cocoa,84.0,65.0,66.0,32.04856638947992,60.842082078995645,1.9735032327429056
Chilli,55.0,91.0,86.0,26.021267637077404,238.80517148558707,1.9557722071161747
Cocoa,51.0,67.0,91.0,27.91633791567847,56.8783202471833,1.70179881896932
Okra,96.0,36.0,95.0,26.843466971502625,51.960413201995806,1.4745146519954446
Pineapple,93.0,84.0,47.0,29.62605231816427,139.0308017997595,19.47166511730431
Rice,63.0,27.0,69.0,20.72847113470916,209.75050418892485,4.922740504612428
Cocoa,91.0,99.0,81.0,26.261919991311004,52.62595777082569,1.6303980770413742
Black gram,59.0,71.0,90.0,31.80856110066672,233.61035164124203,1.885282440485928
Cowpea,97.0,30.0,94.0,31.01392503841537,223.1099656429044,1.8206804501739853
Pineapple,103.0,33.0,24.0,34.11067670014657,224.27820800588503,22.413423645879057
Banana,83.0,77.0,66.0,29.351787138557413,85.02261661072842,17.855982479554807
Custard Apple,44.0,45.0,58.0,27.630723448078896,190.92234291676544,1.8410540655099203
Cardamom,81.0,72.0,52.0,34.32724585380886,101.08693054687272,1.9873962012318336
Tea,96.0,37.0,30.0,31.05702266738749,211.5079057478152,1.530902783336187
Nutmeg,66.0,28.0,29.0,27.875278892952736,146.57027900577262,1.8559670134051396
Snake gourd,42.0,28.0,92.0,28.06039242017289,183.6344498015557,1.872526430052093
Ginger,42.0,60.0,58.0,33.83095912208897,140.40617499388492,1.473734031211949
Cucumber,53.0,48.0,32.0,22.22938377697156,123.07603937029874,9.905951722251215
Brinjal,64.0,52.0,33.0,23.53944540298109,212.8222034248286,1.8297842494012544
Black gram,75.0,20.0,77.0,33.476245088974224,152.9417761678867,1.8227271999942856
Ash gourd,54.0,91.0,69.0,30.37704502752749,207.48436858374856,1.5760114200943884
Cinnamon,110.0,34.0,44.0,21.32224492306765,269.4209831450854,1.9307847173896733
Sapota,118.0,56.0,90.0,29.75091271195549,244.67547064371053,1.9623926928062163
Rubber,96.0,88.0,52.0,30.94116585897602,136.68223147548233,1.1934206293059195
Tapioca,82.0,88.0,58.0,20.81258339920496,83.04012149873326,11.956720726481912
Ash gourd,88.0,20.0,36.0,21.43703075729391,295.88190401788273,1.5981346315631673
Vanilla,102.0,36.0,62.0,22.652588872096405,197.6570036112291,1.8506890448630176
Maize,72.0,54.0,64.0,33.332535692176855,80.7308616343182,1.8727113922927503
Black Pepper,91.0,76.0,82.0,24.45698309399317,85.9349699045323,0.7955134141361796
Coconut,111.0,44.0,21.0,26.238258616096843,230.9476265249517,1.5531512472625135
Brinjal,53.0,22.0,86.0,23.842949513391968,132.9208296618651,1.886226891310243
Ginger,74.0,43.0,49.0,26.90296754056128,109.57485239508054,1.4924517725482964
Rice,112.0,78.0,36.0,34.66452229523973,296.43004223997605,4.097037239077102
Okra,64.0,41.0,40.0,33.4673998876455,262.1764250983324,1.865951499556704
Sapota,83.0,23.0,43.0,34.35673866124022,95.48697256908189,1.9094654749301612
Rice,90.0,94.0,20.0,22.88692719080173,179.45558550729697,4.191441991261675
Arecanut,68.0,81.0,21.0,25.092489592119065,270.4339643830572,1.8978690860572247
Brinjal,82.0,37.0,40.0,22.73639084271281,70.6266936832724,1.7686789682881066
Papaya,45.0,24.0,59.0,20.18315314880333,87.57613006009996,1.7250374448776156
Tapioca,57.0,26.0,44.0,23.39140102392757,256.8842939007926,12.024165774366477
Guava,110.0,58.0,67.0,33.78989198448102,260.8599212210569,1.650347319106629
Black Pepper,46.0,36.0,32.0,24.70808558128557,231.8933606359561,0.5619766898498522
Jackfruit,91.0,68.0,73.0,28.487515182773315,209.9813248132753,1.5452346454580048
Black gram,104.0,68.0,99.0,33.804044496737006,204.08319061790172,1.8344534548685052
Ash gourd,109.0,61.0,34.0,32.594307201339305,227.4351497055492,1.9416993625294368
Maize,80.0,61.0,51.0,30.443895849765557,199.11819880804947,1.690800424474436
Jackfruit,102.0,60.0,94.0,24.674196899498877,272.06382668794083,1.7809745944544242
Tea,104.0,89.0,87.0,29.86012794754229,77.1964825644371,2.0501716113930213
Nutmeg,69.0,51.0,58.0,22.771574943469734,178.0371803985202,1.398812603547667
Tea,52.0,63.0,53.0,30.974397671864335,144.78050751732303,1.4713410800784514
Snake gourd,98.0,20.0,65.0,30.160424782306663,114.78855324325976,1.72732148835279
Coffee,73.0,24.0,74.0,25.568684299625232,117.56639664519057,1.6674293020818
Ginger,52.0,43.0,74.0,27.237177791179235,210.12813486676507,1.7581251819682755
Tapioca,116.0,22.0,78.0,25.346985102080648,106.41129305293276,10.302539204131532
Okra,71.0,53.0,66.0,26.19844423580159,255.3839574852394,1.5196996528850313
Cowpea,116.0,61.0,74.0,32.68708895862672,77.14857335138277,1.8664298776323716
Mango,59.0,47.0,26.0,28.90885708731924,296.95548843468663,1.6241631056120132
Black Pepper,83.0,92.0,74.0,26.71205376181225,295.1168480134868,0.8128151949108116
Vanilla,50.0,41.0,54.0,28.468452459054244,187.04455957450048,1.4760920278585414
Cowpea,73.0,32.0,59.0,25.72836523716433,249.69908628614465,1.869993546774056
Guava,105.0,95.0,39.0,25.5743961787498,91.25180625861664,1.8080770481568056
Maize,116.0,48.0,80.0,34.33535768239216,238.3852264635979,1.8275046529118864
Papaya,118.0,26.0,86.0,34.01565904446212,71.01127386194534,1.8701299495112893
Nutmeg,105.0,73.0,77.0,30.34740182726757,271.4423433430316,1.6131596409319895
Bitter gourd,107.0,75.0,87.0,33.75261349049222,99.8520175575378,1.4709487475939649
Coffee,108.0,31.0,32.0,26.05886056465731,113.31427069570309,1.8732776981352612
Cucumber,58.0,70.0,97.0,27.471614957832017,287.8552363612948,8.553456357251052
Snake gourd,47.0,34.0,63.0,23.424256077417866,192.8719396816611,1.7479615964694435
Tapioca,42.0,64.0,54.0,21.1586747964097,66.14671495364064,13.62889870842347
Cowpea,117.0,88.0,60.0,29.849529913274736,80.34592950067753,1.5382928987524165
Ash gourd,76.0,41.0,69.0,21.198456396703143,82.75891606111128,1.9224015762979767
Cowpea,43.0,57.0,65.0,21.228162719171124,91.95602579912672,1.4648629310303345
Black gram,104.0,92.0,47.0,29.7462357722441,57.48832441789723,1.5121629859035672
Custard Apple,84.0,77.0,55.0,23.356699970589528,71.83089508966552,1.7559120747190888
Arecanut,44.0,23.0,59.0,29.689744919720965,195.59823633891028,1.4336614212478005
Nutmeg,44.0,35.0,39.0,28.13109747618721,139.69239938921314,1.7185122452442716
Snake gourd,62.0,71.0,49.0,21.50324288595527,133.73666005690913,1.68919272377176
Coconut,110.0,75.0,75.0,26.63538554766123,63.196595513363526,2.0170557758628838
Banana,114.0,65.0,77.0,28.98156933692701,293.1419179084246,14.189182222188975
Black Pepper,89.0,54.0,39.0,31.184094621218147,182.06004939740245,0.62644291420618
Turmeric,112.0,84.0,55.0,32.12522229546286,175.68197010193313,1.742138367645759
Tea,108.0,73.0,56.0,34.49052074160611,287.77600474356524,1.8533776200958083
Maize,49.0,42.0,30.0,22.22922964817215,120.42925352134937,1.5487472035658332
Ginger,117.0,46.0,83.0,20.63523289256382,147.9689902555479,1.7243103129708637
Sapota,82.0,37.0,70.0,24.05544445425608,290.92899596457545,1.5148439468512849
Tea,54.0,51.0,86.0,31.93020048189932,183.4269819301162,1.4256667410764994
Green gram,100.0,33.0,75.0,22.42548840166091,205.14930990879932,1.576112467963231
Turmeric,78.0,84.0,83.0,34.458488156426625,234.61416624694343,1.4766325630339256
Vanilla,72.0,72.0,35.0,24.00380842857199,193.33612026624408,1.5467262478223152
Custard Apple,105.0,100.0,65.0,26.07390665141406,61.03585422482739,1.7307770017063526
Vanilla,104.0,63.0,90.0,33.76993064890691,153.41479713939137,2.0447499704886507
Bitter gourd,107.0,97.0,62.0,23.46224197000057,84.28353612667331,1.8368652203553224
Black gram,67.0,98.0,46.0,20.61798947605735,210.35895681146505,1.9702904869131304
Guava,56.0,68.0,22.0,23.71848167307389,185.43830798092227,1.903121074294528
Nutmeg,54.0,100.0,67.0,30.82085856479183,269.7416436711273,1.897289501761747
Maize,56.0,44.0,70.0,28.02589046206679,162.35493931267828,1.6846897480274028
Guava,97.0,30.0,79.0,21.09167578255896,158.3275253361921,1.7288918710960948
Chilli,42.0,78.0,56.0,34.34044786578965,245.7301220227884,1.7901628048416407
Black Pepper,72.0,72.0,63.0,24.53717887326057,144.46038551166183,0.6938207609501957
Sapota,89.0,46.0,70.0,22.92542312018772,226.50778321900827,1.805387227931671
Arecanut,66.0,99.0,38.0,31.94419834684623,252.72774275491705,1.9337258509516264
Guava,47.0,56.0,43.0,21.452584161235333,107.72703791425788,1.7026808287034716
Cucumber,63.0,23.0,58.0,29.640130497937317,161.49407655524908,11.896574852599246
Guava,103.0,25.0,31.0,22.616491790683817,100.22103029331784,1.822250217351424
Guava,103.0,100.0,80.0,30.624797948075432,136.75757906782772,1.487104061785968
Pineapple,116.0,36.0,95.0,32.49349430353633,205.2525779787187,21.199705094502555
Rubber,48.0,49.0,46.0,26.659100094566504,236.0475377846633,0.8857515170178327
Ash gourd,74.0,20.0,90.0,33.33369389048061,62.33985447138261,1.8184584402601465
Ash gourd,77.0,97.0,30.0,33.87806303448404,70.20735849061761,1.5395106693684313
Mango,108.0,37.0,45.0,33.09596530903016,152.87140417810795,1.6435201687305192
Cowpea,119.0,50.0,89.0,32.60259387803548,243.28688351930484,1.7945796903860447
Tea,70.0,90.0,21.0,30.31561907596214,228.56438213063316,1.5118627692147792
Custard Apple,111.0,45.0,50.0,33.767430681777505,237.3889313190926,1.8543097110698368
Jackfruit,91.0,28.0,58.0,30.791227699307417,65.61611012342613,1.676367739289503
Cinnamon,49.0,97.0,56.0,33.278264369607285,272.18774613392645,1.6543636598314309
Green gram,108.0,33.0,84.0,21.66810776798534,68.69125852675499,1.6637968616163303
Maize,59.0,94.0,43.0,22.46196824283344,108.98873147274054,1.84148555889916
Brinjal,104.0,94.0,63.0,30.707481169315457,180.65591825164844,1.8095497364864463
Mango,45.0,28.0,24.0,34.93540845959104,189.8858513667732,1.7730532193684707
Coffee,40.0,81.0,40.0,23.44510694756197,231.83185308699285,1.446002152564677
Brinjal,78.0,76.0,86.0,23.55512452880843,58.65443440275543,1.8149300966719497
Cowpea,74.0,35.0,20.0,27.634308928234333,183.9961275522615,1.513224717743631
Tapioca,72.0,39.0,63.0,23.722308704900534,122.89811622102124,11.054237302713547
Cowpea,51.0,83.0,84.0,24.973241934433403,115.7311072117597,1.8672488719496911
Black Pepper,59.0,47.0,94.0,21.958853733564784,217.58583419057572,0.6379620165848638
Cardamom,117.0,28.0,67.0,26.58758982041161,67.1291504002555,1.9316656767743128
Coconut,77.0,50.0,95.0,26.66953408374623,194.52635814249527,1.9080813536120604
Custard Apple,79.0,31.0,23.0,30.042624706117103,266.2689327309475,1.922853287563288
Cowpea,58.0,64.0,25.0,24.8303867064702,221.71642070644236,1.469009683130915
Cardamom,88.0,40.0,74.0,32.593265536466845,123.35775770547484,1.939394519446364
Cucumber,99.0,79.0,75.0,32.50887543033373,280.251343064007,10.696926436156676
Tea,100.0,74.0,88.0,26.56885277873841,96.7424924727687,2.036262516574749
Banana,42.0,58.0,41.0,31.525905831163094,173.10222790942203,16.899561046842653
Chilli,120.0,31.0,27.0,34.23816156687081,222.12783725169223,1.91238497472672
Coffee,46.0,23.0,87.0,30.911999748784886,87.51150210217702,1.908527920569362
Pineapple,67.0,26.0,69.0,25.16788141019789,78.9512043423028,19.470560166212305
Papaya,81.0,35.0,60.0,33.31200921743975,273.0627942720917,1.8746687652990923
Okra,43.0,25.0,59.0,29.13326601416892,154.13737397946235,1.34177629314753
Turmeric,75.0,73.0,92.0,20.36088243574563,260.765928110256,1.7435921587075416
Black gram,51.0,80.0,21.0,33.715518630213474,81.44075871872667,1.381817960082137
Maize,101.0,46.0,22.0,33.34562169653012,257.1940106153809,1.704343229217971
Bitter gourd,82.0,36.0,69.0,23.365261274695083,91.35085990981877,1.8360229182938228
Rice,77.0,34.0,49.0,23.460916170335565,98.00429255068352,4.2432028705133735
Cardamom,62.0,29.0,27.0,23.237070718443228,237.0511723246533,1.3270449408952714
Mango,70.0,47.0,60.0,28.140671678564992,99.57678416862927,1.859803715133764
Rubber,95.0,42.0,79.0,24.65313404827171,70.67002978479795,1.1156349283039224
Turmeric,100.0,26.0,85.0,34.08157093730413,268.67438371534,1.7294831479266868
Papaya,104.0,70.0,24.0,23.958006772667314,145.1349234206976,1.5849626561913674
Black gram,75.0,48.0,58.0,28.773502548409056,78.07541138525468,1.832420442675872
Okra,113.0,39.0,59.0,32.370173783521835,216.079844004237,1.6825663033538354
Maize,93.0,100.0,57.0,30.85098846621297,98.96376466292725,1.5883456635018651
Tapioca,42.0,47.0,25.0,29.995621666133594,260.6141204352207,13.083335043629924
Cucumber,50.0,84.0,35.0,25.40481854185181,178.37868181156747,9.568243034011182
Black gram,40.0,75.0,36.0,29.034795219302094,140.16846856294833,1.8539463747235148
Black Pepper,116.0,96.0,55.0,29.183799296208896,291.2744715239859,0.7979441415257748
Rice,70.0,76.0,45.0,23.57312175040037,66.802756443933,4.693934527270228
Guava,107.0,68.0,65.0,25.04394260082149,243.9341939080753,1.6446101281087615
Cardamom,60.0,37.0,21.0,29.57733070828587,54.50967321956991,1.4319957139372137
Cowpea,103.0,93.0,39.0,26.74866235934784,142.39366662747864,1.5624113022913306
Pineapple,75.0,70.0,61.0,21.14024075263912,97.21777827157314,19.16369500007932
Cocoa,72.0,75.0,34.0,29.44137362769713,61.14631465512903,1.819100617820148
Black Pepper,98.0,95.0,84.0,33.93525044163513,118.63594244835068,0.6781080599571967
Bitter gourd,49.0,73.0,100.0,20.898616138845263,233.99691028739176,1.7589661229484113
Sapota,54.0,76.0,50.0,24.634997863214338,201.7181018856033,1.7189251892138169
Jackfruit,62.0,32.0,67.0,25.39101562144821,212.63008259456328,1.5056391575773975
Snake gourd,81.0,45.0,33.0,27.41470094569696,131.83656471087164,1.849327902068189
Chilli,88.0,32.0,43.0,34.029762707001666,89.64074003579829,1.9625024905637989
Cardamom,44.0,37.0,60.0,28.60808024525523,173.5033848120982,1.7662466946875262
Chilli,50.0,88.0,49.0,25.154867102016134,209.76069130955773,1.4980250315608734
Cucumber,100.0,54.0,21.0,34.64271530557147,182.62986688185,10.139107464908816
Brinjal,106.0,53.0,37.0,33.72919655169347,136.60289101501843,1.7729645507390408
Black Pepper,60.0,75.0,59.0,22.71869779868592,208.991300131338,0.7110823620848146
Chilli,105.0,58.0,29.0,25.81483510009372,108.13210632657724,1.9268920481330336
Tapioca,76.0,82.0,79.0,29.74949880593984,282.4922535324657,12.16461095676132
Cinnamon,118.0,45.0,99.0,30.076034090502915,254.8492974614996,1.4654347445336322
Turmeric,50.0,66.0,79.0,20.08363360057969,112.75213102419974,1.608002013567677
Jackfruit,69.0,21.0,57.0,23.286769455315323,205.8754672714528,1.6801532572729267
Turmeric,112.0,91.0,85.0,32.44618041176305,222.65885023243095,1.7978993247916424
Maize,77.0,48.0,50.0,30.09545670738191,276.6317493314904,1.498761711022528
Rice,120.0,21.0,38.0,29.13998976585562,106.82403963117844,3.411180429108759
Chilli,53.0,20.0,48.0,29.10835624756017,67.5578037577915,1.706735399870567
Coconut,102.0,64.0,67.0,34.615065072222606,167.04831484255496,1.9085870242578244
Papaya,49.0,73.0,47.0,23.78525288842104,126.41421209924688,1.810730910292135
Maize,69.0,27.0,62.0,23.1991241463812,281.642116346888,1.9167608967098635
Ash gourd,83.0,65.0,22.0,31.891640668523856,86.95561344816517,1.5075183696505623
Mango,107.0,88.0,91.0,21.462066649373632,148.5367746654589,1.6257952405253298
Snake gourd,50.0,94.0,61.0,30.26197092779737,183.8451557914648,1.8688451115586409
Brinjal,68.0,38.0,82.0,21.83060813407299,145.21106672149196,1.597215138896826
Maize,58.0,88.0,59.0,26.52188753501461,179.94162331674534,1.6534629640640643
Chilli,96.0,42.0,26.0,23.139197411832296,266.57481075604744,1.4836439543006117
Sapota,59.0,36.0,81.0,20.9082048362702,202.3986966564988,1.5194395397154732
Banana,101.0,57.0,23.0,22.3996802471303,138.142036167633,15.478845735716384
Pineapple,73.0,66.0,91.0,33.904101593454826,91.3743634440549,21.999229753412056
Custard Apple,55.0,23.0,84.0,21.491381917637423,138.56637896542694,1.5296409723793387
Chilli,43.0,61.0,31.0,23.79736426125987,214.8489358205435,1.6481799938249158
Pineapple,100.0,48.0,82.0,29.53653478333669,259.14767173411803,23.45826120723521
Black Pepper,115.0,93.0,53.0,29.85021292568096,174.33825618103495,0.6792263754817076
Coffee,65.0,38.0,57.0,31.394550730085847,151.6095302063731,1.890136336706694
Maize,92.0,32.0,49.0,23.2491368447725,115.1582860161281,1.4864812226728217
Custard Apple,100.0,27.0,41.0,32.936634134605875,130.40286846845572,1.5762733903300568
Nutmeg,64.0,57.0,100.0,28.24098998155408,275.3428888789248,1.489746567613211
Ginger,99.0,78.0,34.0,34.918294164347266,64.12944448583636,1.6810559075858047
Rice,112.0,37.0,38.0,31.27282947247341,211.38769114272148,4.967133913550876
Jackfruit,119.0,74.0,73.0,25.40954576469453,183.11261243045035,1.6854024922076136
Cocoa,73.0,33.0,95.0,20.001585578080206,239.3540468880739,1.9532064515076977
Bitter gourd,75.0,60.0,77.0,24.12730180171936,152.87228105398617,1.925931801422551
Mango,87.0,22.0,82.0,26.44144541070001,97.57796969846478,1.5271513814704911
Sapota,93.0,56.0,45.0,25.606523575900724,286.97856484092875,1.6912723682772075
Pineapple,52.0,57.0,70.0,23.65949445065523,174.7617528960959,21.369902761457613
Cardamom,117.0,62.0,87.0,23.091858082163636,55.18354821451389,1.56902829640276
Chilli,90.0,47.0,39.0,23.595905534875413,62.42419551521267,1.618156326885408
Green gram,103.0,56.0,81.0,23.963021339809536,122.81490341423586,1.5600523915699542
Nutmeg,102.0,49.0,61.0,34.18445827183078,74.84278827914721,1.4216629106415848
Custard Apple,78.0,25.0,41.0,33.67435639721738,176.8925491574348,1.6176563971849955
Tapioca,40.0,99.0,47.0,31.470867600890923,221.51456994029937,10.7629461488672
Nutmeg,75.0,80.0,96.0,34.055104724657696,140.96115309556006,1.8235367250027816
Black gram,89.0,40.0,33.0,31.128017640634624,122.76403745553316,1.7849750624421596
Cinnamon,57.0,72.0,78.0,32.67840427321224,288.70115266290185,1.7301508818409057
Papaya,92.0,81.0,27.0,21.347265117823067,157.78284643834695,1.7499451104950248
Cinnamon,89.0,76.0,48.0,22.795656933486324,85.60450322989706,1.8341559388178752
Snake gourd,97.0,64.0,95.0,24.154397861436603,66.75046477182661,1.6152041588718034
